"PointID","x","y","z"
12762, 2.030575638944906e+01, 0.000000000000000e+00, -2.775485353300126e+00
12763, 2.056060224844364e+01, 0.000000000000000e+00, -2.765981945296963e+00
12764, 2.081660658606656e+01, 0.000000000000000e+00, -2.756110288344243e+00
12765, 2.107359407056798e+01, 0.000000000000000e+00, -2.745865259204202e+00
12766, 2.133223670078392e+01, 0.000000000000000e+00, -2.735206953393019e+00
12767, 2.159175595028966e+01, 0.000000000000000e+00, -2.724154297987136e+00
12768, 2.185134647842388e+01, 0.000000000000000e+00, -2.712731531403049e+00
12769, 2.211092086073358e+01, 0.000000000000000e+00, -2.700933980117890e+00
12770, 2.237048009949461e+01, 0.000000000000000e+00, -2.688750975545069e+00
12771, 2.263002291384492e+01, 0.000000000000000e+00, -2.676170867116495e+00
12772, 2.288954796878161e+01, 0.000000000000000e+00, -2.663181999379907e+00
12773, 2.314905387469333e+01, 0.000000000000000e+00, -2.649772719028053e+00
12774, 2.340853918390848e+01, 0.000000000000000e+00, -2.635931375646726e+00
12775, 2.366800237705366e+01, 0.000000000000000e+00, -2.621646082021631e+00
12776, 2.392744173615703e+01, 0.000000000000000e+00, -2.606902537755370e+00
12777, 2.418685538600159e+01, 0.000000000000000e+00, -2.591685048972583e+00
12778, 2.444624136403356e+01, 0.000000000000000e+00, -2.575977909514287e+00
12779, 2.470559761830308e+01, 0.000000000000000e+00, -2.559765419084106e+00
12780, 2.496492200442817e+01, 0.000000000000000e+00, -2.543031884611632e+00
12781, 2.522421226944552e+01, 0.000000000000000e+00, -2.525761422314514e+00
12782, 2.548346588253360e+01, 0.000000000000000e+00, -2.507935559839520e+00
12783, 2.574268006528592e+01, 0.000000000000000e+00, -2.489534007238379e+00
12784, 2.600185189985126e+01, 0.000000000000000e+00, -2.470536435085503e+00
12785, 2.626097832626226e+01, 0.000000000000000e+00, -2.450922513042287e+00
12786, 2.652005613726427e+01, 0.000000000000000e+00, -2.430671911305609e+00
12787, 2.677908196262949e+01, 0.000000000000000e+00, -2.409764166227566e+00
12788, 2.703805207897254e+01, 0.000000000000000e+00, -2.388176471639506e+00
12789, 2.729696241138352e+01, 0.000000000000000e+00, -2.365884038626747e+00
12790, 2.755580867310634e+01, 0.000000000000000e+00, -2.342862008420189e+00
12791, 2.781458636266691e+01, 0.000000000000000e+00, -2.319085516224979e+00
12792, 2.807329073387094e+01, 0.000000000000000e+00, -2.294529456613003e+00
12793, 2.833191657846399e+01, 0.000000000000000e+00, -2.269166368140992e+00
12794, 2.859045829398874e+01, 0.000000000000000e+00, -2.242967474915201e+00
12795, 2.884890999884625e+01, 0.000000000000000e+00, -2.215904046480281e+00
12796, 2.910726552311930e+01, 0.000000000000000e+00, -2.187947423715960e+00
12797, 2.936551835074739e+01, 0.000000000000000e+00, -2.159068578059924e+00
12798, 2.962366133295580e+01, 0.000000000000000e+00, -2.129235763955381e+00
12799, 2.988168683998681e+01, 0.000000000000000e+00, -2.098416228381233e+00
12800, 3.013958686280833e+01, 0.000000000000000e+00, -2.066577285223393e+00
12801, 3.039735307309331e+01, 0.000000000000000e+00, -2.033686319404892e+00
12802, 3.065497640689194e+01, 0.000000000000000e+00, -1.999710452865569e+00
12803, 3.091244758992894e+01, 0.000000000000000e+00, -1.964615157848355e+00
12804, 3.116975650189525e+01, 0.000000000000000e+00, -1.928365288500868e+00
12805, 3.142689254038223e+01, 0.000000000000000e+00, -1.890925379297591e+00
12806, 3.168384453384722e+01, 0.000000000000000e+00, -1.852259640084574e+00
12807, 3.194060076057236e+01, 0.000000000000000e+00, -1.812332093499537e+00
12808, 3.219714896819728e+01, 0.000000000000000e+00, -1.771106823017909e+00
12809, 3.245347577689839e+01, 0.000000000000000e+00, -1.728547741738495e+00
12810, 3.270955842273799e+01, 0.000000000000000e+00, -1.684619985227848e+00
12811, 3.296534669648400e+01, 0.000000000000000e+00, -1.639293871727309e+00
12812, 3.322076321073636e+01, 0.000000000000000e+00, -1.592546544067441e+00
12813, 3.347573473633341e+01, 0.000000000000000e+00, -1.544356735619800e+00
12814, 3.373021437243581e+01, 0.000000000000000e+00, -1.494700055713066e+00
12815, 3.398417349770990e+01, 0.000000000000000e+00, -1.443548722819138e+00
12816, 3.423758865041818e+01, 0.000000000000000e+00, -1.390875107319184e+00
12817, 3.449043696563528e+01, 0.000000000000000e+00, -1.336653580436354e+00
12818, 3.474269546263147e+01, 0.000000000000000e+00, -1.280860413675549e+00
12819, 3.499434107342920e+01, 0.000000000000000e+00, -1.223473955061419e+00
12820, 3.524535067125750e+01, 0.000000000000000e+00, -1.164474658175041e+00
12821, 3.549570100823812e+01, 0.000000000000000e+00, -1.103844513615119e+00
12822, 3.574536908111656e+01, 0.000000000000000e+00, -1.041568387980951e+00
12823, 3.599425344797455e+01, 0.000000000000000e+00, -9.776540830958874e-01
12824, 3.624193204699340e+01, 0.000000000000000e+00, -9.122009636611009e-01
12825, 3.648731189287694e+01, 0.000000000000000e+00, -8.455078795092603e-01
12826, 3.672884182220103e+01, 0.000000000000000e+00, -7.780400451473978e-01
12827, 3.696451174042434e+01, 0.000000000000000e+00, -7.104446485527859e-01
12828, 3.719276880904161e+01, 0.000000000000000e+00, -6.432945958133953e-01
12829, 3.741148257261474e+01, 0.000000000000000e+00, -5.773844247324642e-01
12830, 3.761790691935222e+01, 0.000000000000000e+00, -5.137615528850522e-01
12831, 3.780772480796705e+01, 0.000000000000000e+00, -4.540367623598837e-01
12832, 3.797810433420157e+01, 0.000000000000000e+00, -3.994271868986387e-01
12833, 3.812789648387318e+01, 0.000000000000000e+00, -3.506301103222321e-01
12834, 3.826115845417158e+01, 0.000000000000000e+00, -3.065974807136575e-01
12835, 3.837978198676753e+01, 0.000000000000000e+00, -2.669097232646884e-01
12836, 3.848547365822888e+01, 0.000000000000000e+00, -2.311579607505170e-01
12837, 3.857947445568200e+01, 0.000000000000000e+00, -1.990513516087361e-01
12838, 3.866289845146045e+01, 0.000000000000000e+00, -1.703132395888524e-01
12839, 3.873665804794764e+01, 0.000000000000000e+00, -1.447132090274935e-01
12840, 3.880154484290934e+01, 0.000000000000000e+00, -1.220444192403000e-01
12841, 3.885895264659222e+01, 0.000000000000000e+00, -1.018727903812260e-01
12842, 3.891012387096240e+01, 0.000000000000000e+00, -8.380099026702661e-02
12843, 3.895642372368199e+01, 0.000000000000000e+00, -6.737523182648479e-02
12844, 1.553390298322700e+01, 4.125207953291016e+00, 2.133397522029725e+00
12845, 1.554152604774959e+01, 4.133173799671427e+00, 2.158822109121723e+00
12846, 1.555620519821470e+01, 4.141717774975034e+00, 2.187452323090573e+00
12847, 1.558076163201885e+01, 4.150105690834105e+00, 2.217369854618147e+00
12848, 1.561703028664457e+01, 4.157445457235074e+00, 2.245703288794692e+00
12849, 1.566458879140667e+01, 4.163500374217137e+00, 2.271347893150879e+00
12850, 1.572317752392890e+01, 4.168445471541173e+00, 2.294645465804703e+00
12851, 1.579363081670657e+01, 4.172208083149659e+00, 2.315097629562025e+00
12852, 1.587754157120168e+01, 4.174785858172207e+00, 2.332521639889422e+00
12853, 1.597667895759007e+01, 4.176508869715178e+00, 2.348228673967741e+00
12854, 1.608957057568829e+01, 4.177430337328226e+00, 2.362220769043152e+00
12855, 1.621046148337588e+01, 4.177423073006617e+00, 2.373299411793231e+00
12856, 1.633501112739235e+01, 4.176743741813199e+00, 2.382076267806259e+00
12857, 1.646182700110723e+01, 4.175560717007493e+00, 2.389094961933055e+00
12858, 1.659067178649012e+01, 4.173863554265612e+00, 2.394223732319360e+00
12859, 1.672129118399461e+01, 4.171666766606412e+00, 2.397469077303026e+00
12860, 1.685325155819324e+01, 4.169075344458529e+00, 2.399262020500781e+00
12861, 1.698617256479502e+01, 4.166172342399687e+00, 2.399945789031990e+00
12862, 1.711986021446707e+01, 4.162962552053040e+00, 2.399525332297414e+00
12863, 1.725418154337014e+01, 4.159404979946481e+00, 2.397813805149321e+00
12864, 1.738900277393373e+01, 4.155497458733652e+00, 2.394817312586935e+00
12865, 1.752419977394494e+01, 4.151305099798311e+00, 2.390845093467849e+00
12866, 1.765964409546935e+01, 4.146841528118614e+00, 2.385971342176596e+00
12867, 1.779520175925303e+01, 4.142091051182502e+00, 2.380145300491741e+00
12868, 1.793074153999263e+01, 4.137045241263585e+00, 2.373352750442025e+00
12869, 1.806617058516788e+01, 4.131748422462988e+00, 2.365796865886137e+00
12870, 1.820147374414486e+01, 4.126196580633145e+00, 2.357484756708616e+00
12871, 1.833572002062981e+01, 4.120391577083153e+00, 2.348357130367057e+00
12872, 1.846900177713885e+01, 4.114319091816218e+00, 2.338397173616241e+00
12873, 1.860162407371238e+01, 4.107952488037315e+00, 2.327566372853957e+00
12874, 1.873444868329973e+01, 4.101265736358296e+00, 2.315885134708410e+00
12875, 1.886849011706716e+01, 4.094167753765664e+00, 2.303162805018438e+00
12876, 1.900196669563501e+01, 4.086696783296166e+00, 2.289422534639254e+00
12877, 1.913458195455711e+01, 4.078811624537567e+00, 2.274551823393654e+00
12878, 1.926609837549232e+01, 4.070501441755642e+00, 2.258556719385603e+00
12879, 1.939689776582069e+01, 4.061723247893199e+00, 2.241396214079139e+00
12880, 1.952663616545916e+01, 4.052445549492131e+00, 2.223010206921425e+00
12881, 1.965419808317743e+01, 4.042741406149481e+00, 2.203599367150840e+00
12882, 1.978069900829601e+01, 4.032544960429743e+00, 2.183108302030778e+00
12883, 1.990635240836360e+01, 4.021823444945528e+00, 2.161512928302862e+00
12884, 2.003148382606284e+01, 4.010518492602619e+00, 2.138725916543948e+00
12885, 2.015662740276467e+01, 3.998549881875336e+00, 2.114622831586069e+00
12886, 2.028136212454747e+01, 3.985962119549902e+00, 2.089358104314445e+00
12887, 2.040380319967252e+01, 3.972937080550151e+00, 2.063329955823863e+00
12888, 2.052240384821199e+01, 3.959640169423899e+00, 2.036882284864754e+00
12889, 2.063677715455786e+01, 3.946172229265881e+00, 2.010250297404192e+00
12890, 2.074665990817879e+01, 3.932655615936888e+00, 1.983714023880927e+00
12891, 2.084908067969783e+01, 3.919490162296848e+00, 1.958033266982788e+00
12892, 2.094114665685776e+01, 3.907113996219919e+00, 1.934015416565149e+00
12893, 2.102146197229640e+01, 3.895885646401093e+00, 1.912333664508792e+00
12894, 2.109162748345440e+01, 3.885756477344286e+00, 1.892873164037296e+00
12895, 2.115369759072660e+01, 3.876553537874055e+00, 1.875278001131800e+00
12896, 2.120904891693564e+01, 3.868158666876370e+00, 1.859301709825979e+00
12897, 2.125842678737410e+01, 3.860519559556419e+00, 1.844825171082493e+00
12898, 2.130273175338576e+01, 3.853529398759666e+00, 1.831623644906656e+00
12899, 2.134233429098811e+01, 3.847158345697696e+00, 1.819623959238660e+00
12900, 2.137772005245735e+01, 3.841355195188570e+00, 1.808716909399072e+00
12901, 2.140934541132760e+01, 3.836069282892492e+00, 1.798797712514874e+00
12902, 2.143759489694403e+01, 3.831256252819888e+00, 1.789775381524650e+00
12903, 2.146287171927826e+01, 3.826873342966582e+00, 1.781566968204035e+00
12904, 2.148539621856584e+01, 3.822908141583552e+00, 1.774148251986137e+00
12905, 2.150551772729620e+01, 3.819319346549484e+00, 1.767440555428138e+00
12906, 2.152341777276402e+01, 3.816090357080328e+00, 1.761411318933191e+00
12907, 2.153935038290810e+01, 3.813187824553747e+00, 1.755996756793923e+00
12908, 2.155348675091501e+01, 3.810590352663207e+00, 1.751155557928761e+00
12909, 2.156624631894076e+01, 3.808228144246174e+00, 1.746756481813921e+00
12910, 2.157798325175413e+01, 3.806040553424566e+00, 1.742685765505467e+00
12911, 2.158915858639118e+01, 3.803939963538604e+00, 1.738778328799367e+00
12912, 2.158843177752555e+01, 3.798059840696929e+00, 1.725885745268578e+00
12913, 2.158768182796225e+01, 3.791950557038396e+00, 1.712552088130263e+00
12914, 2.157383355282369e+01, 3.794302322695923e+00, 1.716795700510838e+00
12915, 2.155863066021124e+01, 3.796875408492904e+00, 1.721445030540225e+00
12916, 2.154161143425293e+01, 3.799734577347548e+00, 1.726615238436198e+00
12917, 2.152261233296758e+01, 3.802856721209546e+00, 1.732249390225133e+00
12918, 2.150129231873171e+01, 3.806266194436882e+00, 1.738383423186628e+00
12919, 2.147709364697782e+01, 3.810000048751863e+00, 1.745068489787585e+00
12920, 2.144943073276850e+01, 3.814086564534432e+00, 1.752335909907194e+00
12921, 2.141779479380503e+01, 3.818531728120099e+00, 1.760173649052982e+00
12922, 2.138169018172050e+01, 3.823320732388392e+00, 1.768524856297568e+00
12923, 2.134046121272717e+01, 3.828432934180512e+00, 1.777309284494946e+00
12924, 2.129332354128899e+01, 3.833823486083760e+00, 1.786383370280995e+00
12925, 2.123934361954049e+01, 3.839416851008855e+00, 1.795522464357410e+00
12926, 2.117758509305017e+01, 3.845080637678456e+00, 1.804368376468220e+00
12927, 2.110687312255947e+01, 3.850652655622264e+00, 1.812471766866181e+00
12928, 2.102565351338370e+01, 3.855926163771700e+00, 1.819246481099353e+00
12929, 2.093221665032781e+01, 3.860615988760861e+00, 1.823903256280852e+00
12930, 2.082442939150495e+01, 3.864443570522226e+00, 1.825626151316324e+00
12931, 2.070444934876915e+01, 3.867002535695887e+00, 1.823579601003531e+00
12932, 2.057878024849932e+01, 3.867947957797739e+00, 1.817368194668981e+00
12933, 2.045131894556094e+01, 3.867374332277662e+00, 1.807465250925294e+00
12934, 2.032366300674732e+01, 3.865713240296914e+00, 1.794989913901351e+00
12935, 2.019612558207084e+01, 3.863332167805587e+00, 1.780832306365911e+00
12936, 2.006866922006676e+01, 3.860434281343146e+00, 1.765479132297217e+00
12937, 1.994112827839293e+01, 3.857133335161553e+00, 1.749200990263604e+00
